document_id,tags_text
628b6a449a7947d0cdb5c907T4EJoZFlQe-org6_AZrjQA,"['Алексей Кудрин', 'экономика России', 'прогноз', 'рост', 'ВВП']"
6257f0bd9a7947a019927d8f5TxkuBWuR3iN2c_cc0C5uA,"['крейсер «Москва»', 'Дмитрий Песков', 'Владимир Путин']"
627cdbb09a7947ffc46b23ba7tpdEQwRTtu-9RrJP3iQcg,"['НАТО', 'США', 'Пентагон', 'Ллойд Остин']"
627bab469a79479cc49366369Nhz94s0SrK3IQ8PSCpTJw,"['посол США', 'МИД', 'посол Польши']"
6241a1339a7947f163c09a87Ie2L1EflR6e5PnMAxGaxGg,"['Сергей Шойгу', 'Сергей Лавров', 'состояние здоровья']"
620369199a7947ccfa85cf3cerGCu5UvS_64c0mIQxNULA,"['Бангладеш', 'АЭС', 'посольство', 'новости']"
6281a7e79a7947cbc44543f4GUhZ5wBSTke6l2_4DiiaMQ,"['Швеция', 'НАТО']"
620b6f649a794763cb1ae8dcfa0GbGHOTmmJ4cS5rUlXAA,"['вторжение', 'Россия', 'Украина', 'Лиз Трасс', 'Великобритания']"
626ea3539a79472bdb78bf987XsEOULxQoGGr45g8ViHwA,"['Мевлют Чавушоглу', 'Турция', 'Реджеп Тайип Эрдоган', 'Бразилия', 'Жаир Болсонару']"
62577af09a7947782ae31220Fw1krVUwRy2-ufYk5F4TsQ,"['шрифт', 'санкции', 'блокировка']"
626c9b729a794735dcd6c0cbU29zl5fPQLKIYnVn9KJroA,"['Сергей Лавров', 'НАТО', 'США', 'поставки оружия', 'Украина']"
623d82b39a79474e5b9b2905gB3683XfQzG8gtb0Rh64Yg,"['санкции', 'НРД']"
623a1c9d9a7947fdfd959d46ibM8o-rdSaaSh5kSzHTdIg,"['Владимир Путин', 'Эмманюэль Макрон', 'Кремль', 'Франция', 'переговоры', 'Украина']"
620227eb9a79475d4f418128tCYIZabtRgOeEga9gsWVQA,"['ЛНР', 'Украина', 'Великобритания', 'спецназовцы']"
6258fa259a7947fbaba9413aw9xrVJsgRq2l6VcGHHTiGg,"['компания', 'покупатели', 'Россия', 'Финляндия']"
62776f579a794710d3f3d5b4XDgLB4NXQ5iv1DAxSRs8DQ,"['Красноярский край', 'пожары', 'Александр Чуприян', 'Александр Козлов']"
62769f479a7947e868c3fc537JXNzg2nRSWKZKE_W4-5yQ,"['Рогозин', 'Роскосмос', 'Байконур']"
6204bf309a794748b6cefe4e2MOSzImFRS-AqHHhBHP9MQ,"['Москва', 'дороги', 'Строительство', 'трассы', 'транспорт', 'градостроительство', 'Андрей Бочкарев']"
6260a4f79a7947512a95a1fdJoyLS84CQwyPy4jgdcmSLQ,"['Виктория Абрамченко', 'удобрения', 'квоты', 'Россия']"
626af37f9a7947a82691c3121BusuUjpR7CoPo4i2UkLBA,"['Сергей Карякин', 'актер', 'новости']"
61f7d7229a794700643cdc69_c8RUPdkRvyFBjvxOrCM0Q,"['LetterOne', 'Инвестиции', 'фармацевтический рынок', 'Михаил Фридман', 'ЮАР']"
623b48f69a79476cb043c7bb8OtKJrqIQ_iVDxp56-iMpA,"['Банк России', 'Эльвира Набиуллина', 'Владимир Путин', 'отставка']"
6238489b9a7947510923b77fWWGiLPcSRqmeTBae4Yl8vA,"['РСПП', 'иностранные инвесторы', 'Экономика', 'Александр Шохин']"
62935e4f9a794753c949a3d56mRsfpBzTSeu6nf6ZGkFIA,"['газ', 'цена', 'Александр Вучич', 'Владимир Путин']"
625d45059a7947ab7320bbd4olozFyIVSVedRVyc8-AZ1g,"['Twitter', 'Илон Маск']"
625942999a79471a44eb9f215SCugjqLQt6fUFcSfsQofw,"['Крейсер ""Москва""', 'Военная операция на Украине', 'Владимир Путин']"
625e5fd29a7947046ecbba8aa06WUxW_RnGF7fawu2ei3w,"['Минвостокразвития', 'превышение полномочий']"
6270f3ae9a7947abda2920efOOS24X5bQja9XEkI4XoouA,"['Дмитрий Медведев', 'Совет безопасности России', 'Владимир Зеленский', 'Украина']"
6239c0319a7947d7e6e5dd7dElkA_lbnQxyj64v8qMevyw,"['суд', 'Москва', 'фейк', 'Вооруженные силы']"
61fbb76d9a79476798b28b270tv1nt5-R0i9tsIxNODLWw,"['новости', 'минирование', 'школы']"
6207c7419a7947d4878e927cwEvxrJscSSO164w_SUSRvQ,"['Эмманюэль Макрон', 'Владимир Путин', 'Украина', 'Франция']"
628daf109a79470dee33e849VIejmJa_QQ20tZvM0PCwgw,"['Водка', '«Русский стандарт»', 'Рустам Тарико']"
6243a35e9a7947233d17b959SxzX5r0aSM-AWd-yUBWMSw,"['Украина', 'Совбез ООН', 'Сергей Кислица', 'гарантии безопасности']"
628edf6d9a79477fb9308c26-nYwmUPnS-alzbaK93DwNQ,"['Техас', 'стрельба в школе', 'задержание']"
61fbd85a9a794779f54e7f66KjSH3_O6QuKD4mRC_1LE0A,"['НАТО', 'Йенс Столтенберг', '«Искандер-М»', 'Белоруссия', 'учения']"
61f9359d9a794784ad8a68f79KhSZL_HS-Wvv4NDUB9pLA,"['Ксения Собчак', 'суд', 'ПМЭФ', 'новости']"
62074b119a7947b0e49b36f73kkiEgVVT3qV3E7Hd2cDsg,"['НАТО', 'Украина', 'Россия', 'Владимир Путин', 'Джо Байден', 'США']"
6259d29e9a79475801eced7bwGUDhYxIRNa1c4cYwvSMEA,"['Константин Райкин', 'театр', 'вузы', 'ректор']"
624edceb9a7947c4b136a2188snprsNrT3GeclBlyYqpKw,"['Арбат-престиж', 'ФБР', 'розыск', 'США', 'Семен Могилевич']"
624c51f09a79476eb84424a9--Gw2xeSSLew3P-cYpuWjw,"['ФСИН', 'вырубка лесов', 'Заключенные', 'древесина']"
623c43849a794734b8ac22fdwlgGr266RNCloCV8DOtx4A,"['Дмитрий Песков', 'Сергей Шойгу', 'Валерий Герасимов', 'Минобороны', 'Генштаб']"
626110619a794772c5113db6Jnbu0XLZSlCID6XzMudnxQ,"['Эльвира Набиуллина', 'экономика России', 'санкции']"
620ae7309a794738a50c9ae0W2B7PsUqTvGOCjs8AgLrmg,"['ООН', 'Украина', 'Россия', 'военное вторжение']"
624548a89a7947b039594888rBib8EiKT667353WhThRVQ,"['импорт', 'ресурсы', 'Россия', 'Япония']"
6262ce159a79471c730db7fe29BI2UwfQr-krgcBABjfRA,"['Максим Галкин', 'беженцы', 'Украина', 'Военная операция на Украине']"
62692dd79a794781247e214et96azouAQ_-Qld_KaEqFqw,"['Турция', 'переговоры', 'Минобороны Турции', 'Владимир Путин', 'Владимир Зеленский']"
6249fbdb9a7947a0216bec70GMZju4ipR4qvSKdz68XeCQ,"['Венгрия', 'Выборы', 'парламент']"
623bfc119a794712cdc16120Wl7_ZbTVRxiiIHmAFdHfRQ,"['цены', 'Росрыболовство', 'Минпромторг']"
628994729a79475641ec558ajkup0Y80QoiveQ1N64N8bg,"['КНДР', 'коронавирус', 'COVID-19']"
625705289a794759858cea3c4i7L48NAS_u6PwWF1I2F-Q,"['Википедия', 'Владимир Путин', 'Украина', 'спецоперация', 'Роскомнадзор']"
624524e29a7947a404dd02d5FpLAIEcxQLuCom6YAgXh2A,"['ДНР', 'Эдуард Басурин', 'Военная операция на Украине', 'наемники']"
620b64db9a79475da1b176a4Mg9gseHFRoSB9CJfoOsXvQ,"['Алексей Навальный', 'ФБК', 'Генпрокуратура', 'суд']"
625568df9a794741e114a7626GHuMQHwS1KR4YGR0sWkJQ,"['угроза', 'терроризм', 'режим', 'Крым', 'Военная операция на Украине']"
6204c3209a79474a27c454cexmgk58FGT12NkPMh_nBebA,"['Минобороны', 'Россия', 'Белоруссия', 'учения']"
62734edf9a794758653ef867z5-0mdAQTbKZ09YGcPYZag,"['цены на продукты', 'Генпрокуратура', 'Андрей Турчак', 'АКОРТ']"
626598f69a79473ac3c09d4biR-m0-AdQ-KUKHv0vZoGNQ,['Саудовская Аравия']
6201949f9a79473688d4ca9aFGFBqFysT6CPFA8x6k92BQ,"['Эмманюэль Макрон', 'Франция', 'гарантии безопасности', 'Европа']"
623dc9719a79477467b06485Vu9ZEA6aRXeWuFvW0_TmkQ,"['Анджей Дуда', 'Польша', 'экстренная посадка']"
627065419a79478d339402f6LKLmVHTFTf-BEdj-FTT1BA,"['нефть', 'эмбарго', 'санкции', 'Евросоюз']"
624d90cd9a7947546dd0ba8axU4ErGOJRwiw2-fzF0jCWg,"['Госдепартамент США', 'Энтони Блинкен', 'танки', 'Украина', 'вооружения']"
6281fd0d9a7947e8b50cb0ecOLHLvYogQhqEyFstoHWwoQ,"['депутат', 'драка', 'Госдума', 'Единая Россия', 'суд', 'приговор']"
61fcb7ad9a794737476ef7d1SMwihepRToGZ-nxVWTu74A,"['автопроизводители', 'Россия', 'Казахстан', 'утильсбор']"
624daf7c9a79476269ff7795iwuPw-IsSou0n7k5ZQy9sg,"['РСПП', 'Давид Якобашвили', 'Олег Дерипаска']"
623c2e289a7947296b320bb6kHYj3VjhTc--2VnVgVOhiQ,"['Дмитрий Кулеба', 'Украина', 'гарантии безопасности', 'Военная операция на Украине', 'США', 'Великобритания', 'Турция', 'Франция', 'Германия']"
623dcb289a7947739e06ce56-zEYsVrPSQuC-bROoTMdnw,"['Apple', 'iPhone', 'Samsung', 'смартфоны']"
627506819a794778eb11b3ecC-qn55avQyCqWPWfR4m64Q,"['суд', 'фильм', 'запрет']"
6270fda09a7947ae05df12cbsie10107QX-nO4a688gbqg,"['Владимир Путин', 'указ', 'санкции', 'Россия']"
626886019a794743f9acdcbcjhhl9aJAQ9aox06CgCRwHQ,"['ЛУКОЙЛ', 'НПЗ', 'Италия', 'Сицилия', 'санкции', 'поставки нефти']"
629382b99a79475d8ad13446drlFaMi0SIaoas2ngBtkaw,"['Погода', 'Центральная Россия', 'Роман Вильфанд', 'Гидрометцентр', '«Фобос»', 'Евгений Тишковец', 'новости']"
6258bc0e9a7947ed59d8c7e4PDMM6sMuRbSwkL3HybrRFg,"['Рамзан Кадыров', 'Мариуполь', 'чеченцы']"
6208deb19a794714d78c6eed0lKxKTqzQF2yRygdEG9LcQ,"['Гурбангулы Бердымухамедов', 'выборы президента', 'Туркмения']"
625e84fa9a7947171042bf14nbIEF_AYQlm5-CX9ZdiBpg,"['Сергей Шойгу', 'Минобороны', 'Донбасс', 'ДНР', 'ЛНР']"
6267d2529a794700c74d6bbawktX-kcvTpeKORjLzDgh4A,"['TikTok', 'штраф']"
6272b03b9a79473273d2dce6LwBhzl1VSMOtJTB9bvciBw,"['Москва', 'поликлиники', 'здравоохранение', 'капитальный ремонт', 'модернизация', 'Анастасия Ракова']"
62702c8e9a79477f160e5991u1bNgAqZToeSn7juSodeGQ,"['Эдуард Россель', 'Свердловская область', 'регионы']"
61f918b59a794773ee2156e55uZzfm67RX-s9rs9kyrWQg,"['Украина', 'Владимир Зеленский', 'указ', 'призыв в армию']"
62031eb69a7947b8312bdc60cRNgFM5lSw2wOMgwrWCFJA,"['эвакуация', 'угрозы', 'Прокуратура Хабаровского края', 'Администрация']"
6292d9b89a7947397e74ffaet7LRrCteRRijnE_BD4g86g,"['Дональд Трамп', 'цены на нефть', 'Украина']"
623c5d5f9a7947423bc6b24dLrt5WmD4QXe7Xaw_SdwnpQ,"['МВД', 'малый бизнес', 'проверки бизнеса', 'Михаил Мишустин']"
6207d7b89a7947d9772ee8db89lNW4CBSX2VuyhNILcZlw,"['Минобороны', 'США', 'подлодка', 'военный атташе']"
62364c449a7947535bcd876fLa4nBiKdRjq-HPcQ4-YKBg,"['Петр Порошенко', 'Джо Байден', 'Украина', 'саммит НАТО']"
6201455b9a79471ce47e9228ubECWOyTRKmoCsm10eOrrg,"['цены', 'сталь']"
6274d2de9a794760b0ab5935Rz8BSmP8R5aP2QRjQeYfYA,"['Виктор Орбан', 'Дмитрий Медведев', 'эмбарго на поставки нефти']"
62395bfb9a7947a8607f6b6eb8r4DRkhQ-mWHHzAZLySKg,"['Борисполь', 'Украина', 'эвакуация', 'Военная операция на Украине', 'Киев']"
626f98979a79475fbfc68de7UxLtYYAlQMe_kTUDd5N7ew,"['Минобороны', 'МиГ-29', 'Украина', 'самолет']"
628e0b239a7947370b92cb35JVmtlWJZSJyGr-7SaPjkOA,"['Херсонская область', 'гражданство России', 'Запорожская область', 'Владимир Путин']"
6282428e9a79470b8b42df34rDKr7dVNTmOuuvjfHZLYMA,"['Юрий Чайка', 'полпред', 'Северный Кавказ', 'Владимир Путин']"
61f9f6ac9a7947be76d5a887bXsPDIkVSmGp8R9AwQ6Rsg,"['Анна Попова', 'Роспотребнадзор', 'Локдаун', 'карантин']"
6201011e9a79478292c57459hyzx-DUeSx6Nglq4slOwuQ,"['Касым-Жомарт Токаев', 'Нурсултан Назарбаев', 'поправки', 'Казахстан']"
628e10fa9a79473b5f8d1518Q8wLOaClRKGE9-tb8W_aaw,"['Фердинанд Маркос', 'Филиппины', 'Конгресс', 'президент']"
62070c109a7947a082b1a05cq1BZ7xbAQamkFXLTkRETiw,"['гражданство', 'МВД', 'политическое убежище', 'беженцы', 'военные']"
624a672f9a7947b437065636W9ylHdJRQSuXKHxSNI-dRw,"['коронавирус', 'СПИД']"
626da99f9a79477bc3f731303kAZLXueRs27IW5yJoeGnA,"['Финляндия', 'поставки газа', 'санкции', 'Военная операция на Украине']"
61f8b1179a79474043a51deeZJQopGmgRNqBS3Wbg31iVw,"['Япония', 'коронавирус', 'омикрон-штамм', 'пожилые', 'COVID-19']"
627cc7239a7947f5511333ae2y58EnwJRpCO7dsViLfjXg,"['COVID-19', 'коронавирус', 'Россия', 'госпитализация']"
621a39ba9a79472784f029d4uzbF3bemQHyNHWFEVMC8bQ,"['ДНР', 'ЛНР', 'Украина', 'Россия', 'Военная операция на Украине']"
627398a19a794776e8446e122rmx5o03SiugZ8fe-lUh_Q,"['Анатолий Шарий', 'задержание', 'Испания', 'СБУ']"
6287d2e09a7947798d1258b5RTjjfsRWTwiJvwCYXMZvMw,"['Азовсталь', 'Военная операция на Украине', 'Азов']"
625b56f19a79472a9f153bc2iOHjsjT1T3yl-bw5QIikkQ,"['лесные пожары', 'Минприроды', 'Забайкальский край', 'Приморье']"
6267fdb49a794718edb8f8f5yOeyFG_oRR2WHasu2dG7rA,"['Минобороны', 'Великобритания', 'Украина', 'Военная операция на Украине']"
620ac0009a79472f51beff592PrBneaHT7KALeCCDI_WVw,"['Украина', 'США', 'вторжение', 'Белый дом']"
623d82d29a79474e326594ffTcc_fQf3S5KhFDSwStipLA,"['Владимир Жириновский', 'Вячеслав Володин']"
623a0ce59a7947f829066106m_Lw7l1TTbC9vVjXsZs90w,"['Total', 'нефть']"
61fb9d2b9a79475bd0a78aa7yfcODULGSw2Dzodfelkb3Q,"['Госпогранслужба Украины', 'военные']"
627c543e9a7947d3557d273cRuNDMe8dRpauddo4X0zHxw,"['Урал', 'чиновник', 'Иосиф Сталин', 'портрет', '«Бессмертный полк»']"
626e73119a794720f2d19086jY7BAMZ0Qs6RtHEuPeKPqg,"['Владимир Путин', 'банковская тайна', 'контрсанкции']"
626246ed9a7947de2793b5f2gbVapJQ7RM2feCzbImlbsQ,"['Сергей Собянин', 'Москва', 'фестивали', 'коронавирус', 'COVID-19']"
6265d7a19a7947464ad3c79fmlcKqN8FS32oLkGDo1R4-w,"['Внуково', 'простой']"
62456f169a7947c2e28ce3a3D--nP1V_TbiOi-BubEhkrQ,"['Газпром', 'газ', 'ЕС', 'Газпромбанк']"
6204c1ae9a79474a312bd3ebJj-hn4TwQbKKD7-DoCBWhQ,"['США', 'протесты', 'COVID-19', 'Канада']"
625981b79a79473b5b27b8d0x_pn3-UdQEu7-biCWXMyVA,"['Эльвира Набиуллина', 'Центробанк', 'Ярослав Кузьминов']"
620146e09a79471d76735119gH0vK3s1SieIJNSK-5gh2Q,"['Генпрокурор Украины', 'нападение', 'Нацполиция Украины']"
628cedec9a794760db5e4b21nbxIWLZzQluj7Wn0FN81KA,"['Салехард', 'прокуратура', 'новостройки']"
6251a2479a7947209432e562ItCPC6H5RgiEZsMU7gR7wQ,"['Мария Захарова', 'Жозеп Боррель', 'Украина', 'Евросоюз', 'НАТО', 'Военная операция на Украине']"
62386f2e9a79476300477991EhIPh4aLTbSTwjO1-E0oPA,"['уран', 'США', 'Россия', 'эмбарго', 'Александр Новак']"
6287ba369a7947718c1bfaccZXlZlCV5SaSpDCxLdhEmgg,"['ФТС', 'внешняя торговля', 'статистика']"
625c45aa9a7947617783c69dev4GREMpRoWzH5SJb_FQ7A,"['Нагорный Карабах', 'Армения', 'режим прекращения огня', 'Азербайджан', 'миротворцы', 'Минобороны']"
620bcc109a79479a27600ceaWCCjjieKSouk1fXmhhDcMQ,['ЧЭЗ']
620a0ad99a794760d4a8f78096E4t3fFRPynyXsQ81YXOg,"['Нижегородская область', 'Минздрав', 'отпуск', 'коронавирус', 'COVID-19']"
624ed4d29a7947c0a211cfba8snprsNrT3GeclBlyYqpKw,"['Михаил Мишустин', 'App Store', 'Google Play', 'приложения', 'санкции']"
626c22b09a794718e98855fe4hnPAVlkRym8v1Jn1hGoJw,"['Эмманюэль Макрон', 'Владимир Зеленский', 'телефонные переговоры']"
625570d29a7947459c7acc93XkveA8ZbSzSicHau77ACCw,"['Военная операция на Украине', 'Владимир Путин', 'Александр Лукашенко', 'переговоры', 'Белоруссия', 'Украина']"
625338719a79477c3235e2aeWKnXvX6QRn2wb3FgRqzYeQ,"['ДНР', 'Краматорск', 'уголовное дело', '«Точка-У»', 'ВСУ']"
62754c869a794797b0825ce0inZh5uYwSv2dda4S7Jb8oQ,"['Минюст', 'иноагенты', 'Голос', '«Голос»']"
6273d5099a7947110c8fd9c8tlOwexVMSM6Q7uicTMvkmg,"['Владимир Зеленский', 'Украина']"
620c81c79a7947ca8f8a8d4bRewe3NqYRZ-I9bOO8__rgw,"['видеоигры', 'налог', 'ИТ-компании']"
6201284e9a79470eb9fd6a55FAHWQfMmQg-pGFPoK-nmQQ,"['Эмманюэль Макрон', 'Владимир Путин', 'встреча', 'Россия', 'Москва']"
62565dab9a79470c2019737fhMHn2JWwTSWBpQtG1cBk0A,"['COVID-19', 'вакцинация от COVID-19', 'ФМБА']"
620a39999a79477b409085c5dv8HP14ySEuwZcHQuugShg,"['ЛДПР', 'Владимир Жириновский']"
61ff6a719a794709da4133c3B0ss8SjSRfa5LxHtciMXqw,"['США', 'Украина', 'военное вторжение', 'Николай Патрушев']"
62700f8f9a79477ad59d58403DoduQd7S8eujzXZ5XzTMg,"['Израиль', 'Холокост', 'евреи', 'Сергей Лавров']"
620a5d169a79470a13006f6aoWm28lCSTx-Qegc4lWcong,"['принц Чарльз', 'герцогиня', 'коронавирус']"
6267a2c79a7947e9d11b9465IFQgmnEWSEmjDJL3lnbNBg,"['Украина', 'ЗРК С-300', 'Минобороны']"
625895eb9a7947e6d35e8cbejmAY2fk3SPKYzMbj637tpw,"['Сирия', 'пригород Дамаска', 'Израиль', 'авиаудар']"
620a23ce9a79476e3d9a0cfaK4qDGWvNScK0smrG15qPDw,"['Золото', 'месторождение', 'Аукцион']"
623b90669a794782fab0a94db_R7a3eTQnuQ3NxASECyFw,"['Совет безопасности ООН', 'резолюция', 'Украина']"
6206fbe99a79479f33f63a64i1jJy-JAQj6C-e1Me8fCIw,"['Газпром-Медиа', 'СНБО Украины', 'санкции', 'телекомпания']"
62791fb39a794778517c79d0fMKNFcUZTJyl4IY8rZm23Q,"['Чехия', 'Прага', 'Иван Конев', 'маршал', 'почетный гражданин', 'звание']"
628038549a794784676a7f20nZKBhBY9T72gCAj08HfXyw,"['Дмитрий Кулеба', 'оружие', 'Украина']"
624b52ac9a794715ae399286j-nmfP9wSBWKmdUxOZt5xQ,"['Василий Небензя', 'ООН', 'Совет безопасности ООН', 'Военная операция на Украине']"
6263e4a49a79475fce86fe72oo_jFO5sTxS7qhfL2KxAPw,"['Иерусалим', 'Храм Гроба Господня', 'огонь']"
62569aac9a794728aad5172a931UG6l3TcGNiYIOs6wAJg,"['Военная операция на Украине', 'Минобороны', 'ВСУ', '«Калибр»', 'Черноморский флот']"
625f92939a79476c059608d0-mMYiyzMSxebMCHehfB-1g,"['Эстония', 'госбюджет', 'беженцы из Украины', 'Безопасность']"
6288d1cb9a79472bcfd46011UdsrJbJsSNurxd99Bo9YoQ,"['АТЭС', 'Максим Решетников', 'США', 'Таиланд', 'Минэкономразвития']"
620ddc6c9a794753ae70c7eamVTas6GaRgeU8_uC3tV5Cg,"['танки', 'учения', 'Западный военный округ']"
6290e3cf9a79474490024aedNJfgJIXSROmymAnwzhXLyw,"['Макдоналдс', 'ФАС']"
627cd8419a7947fdc626129aQQoRcnTGQrS492bAchy8tw,"['КНДР', 'Северная Корея', 'баллистические ракеты', 'Япония']"
6287583d9a79474476258065H3gRHH_aQheHDGnhP4tvPA,"['Франция', 'Бельгия', 'вирус']"
623c665b9a79474736e5debbqLQc461XQ2eaJd9_zh4C9g,"['Александр Гинцбург', 'Центр имени Гамалеи', 'Израиль', 'эмиграция']"
620fc40a9a7947a3601d9fbcepDFvMcjQdWcTI2pvy4rJA,"['Донецк', 'взрыв']"
627bf5f79a7947badb66df74BcBqCgI9TTSFdhGStuYMDw,"['Тинькофф Банк', 'Совет директоров', 'кадровые перестановки']"
62783c099a79473efa0630d5nN0V_BgdQw-TEzMrzkrQwA,[]
6266ad459a79479859e00e04jBr1CeUmT7SaranXoT-pqg,"['МВД', 'вскрытие', 'собственность']"
627a28219a79472db2cd56f47B6K5-czT6i2RIR10MfwZg,"['ядерный удар', 'ядерное оружие', 'МИД', 'Александр Грушко', 'Украина', 'ядерная доктрина']"
625e3b899a7947f654590d83ZxQnQtTdTWmtCNApY_BDDQ,"['Калининградская область', 'Литва', 'Антон Алиханов']"
620232f79a794762c30bdca86N9K5s_0R4CYcMTFyOqEDw,"['Санкт-Петербург', 'клиника', 'медицинский центр', 'отравление', 'обвинение']"
625e4a939a7947fbe79448ffC7rNRocrTIazasIkNOIS1A,"['Фиджи', 'Сулейман Керимов', 'суперъяхта']"
624ebdbe9a7947b6adaddaedHXz_yQfpTzGHvAKu_-QIEg,"['профессии', 'обучение', 'Опрос']"
62733cb29a7947546ce1bc20YfOXwvIFQjqK0eyL252SNQ,"['Азовсталь', 'бункер', 'Мариуполь', 'Военная операция на Украине', 'батальон Азов']"
62079e099a7947ca4ea90c7dbm9KZ04MT2eSFIywqfYpKQ,"['оперативный штаб', 'авиасообщение', 'Германия', 'Венгрия', 'Шри-Ланка']"
62902fbb9a7947fcc50d5ba0ud1S868qTwe0PPZYaaxrsw,"['Борис Джонсон', 'Владимир Зеленский', 'Великобритания', 'Украина', 'Евросоюз']"
6272af6b9a7947338c144c739i2-fEo1QXqeUQeFamrZYQ,"['Джо Байден', 'возобновляемые источники энергии', 'налоговые льготы']"
62531c679a794775c4e28140opiV1ES5RCi3K63pqWomVQ,"['Южная Осетия', 'Выборы', 'явка', 'Анатолий Бибилов']"
61faa4019a79471142cd6944xCFFTAIeRo6bPOyC9qwB6w,"['Nielsen', 'Исследование', 'снеки', 'кинотеатры', 'пандемия']"
62838f789a79477e6393be28FfQaK0xjT9C8qaU2mvstOg,"['переговоры', 'Украина', 'Россия', 'Военная операция на Украине']"
628d97539a794708c81dfc2e8bAaNNQZRiGXdglq3aaDSA,"['США', 'Тайвань', 'Украина', 'поставки оружия']"
623882d99a79476d9ca054ab_cb1y42eQMC9VGQ8yTj-pw,"['Facebook', 'Instagram']"
620249d49a79476f5b5e131dIiKQyjm7TZCJH89m0Eo_dQ,"['НАК', 'ФСБ', 'терроризм', 'теракт', 'Москва', 'Крым', 'Ингушетия', 'КБР']"
6260cf129a794742285eb708zAywGLKYT3Cw62Si8Hnuaw,"['крушение самолета', 'Гаити']"
620aef7e9a79473a5cb324ddnzC4Xz6oRfyBWTxtTCkR0Q,"['Владимир Зеленский', 'Украина', 'Мария Захарова', 'госслужащие']"
628735309a7947325ac58fdceA4nUYyYTOS4Fouv-xKtTg,"['МВД', 'преступления', 'экономический ущерб']"
61fcd96b9a79474668903fa7G49UXTx0S5yyJcZqS2wU5Q,"['США', 'Россия', 'Александр Грушко', 'Виктория Нуланд']"
625331829a794779ef8866468-vZWkvLQbOcfXQ_t2d49g,"['МИД', 'США', 'Евросоюз', 'список']"
61fa78ee9a7947f8529f8c20kbVi34bnRgSvT4HaaksWNA,"['ФМБА', 'коронавирус', 'вакцинация от COVID-19']"
61fabfea9a794719f0961f55XIDTflVsRiW8S7lilkXgRA,"['Пентагон', 'гарантии безопасности', 'Джон Кирби']"
628c8e3f9a79472dd334a93elw_2JNcLSv-VlkrfclfzcQ,"['Минобороны', 'Военная операция на Украине', 'гаубица', 'военная техника']"
6253e0609a7947a91068cdc2fj5XzqrLRz2WI1jj7a3VHw,"['Литва', 'санкции', 'ЕС']"
62451c8a9a7947a47400bfdaR24hvf-jTayo4TT9o3bSgA,"['Алексей Мордашов', '«Северсталь»', 'яхта', 'Владивосток']"
6241de879a79470d2ed305c78NWpmi_STQakyEVYX8Madw,"['ООН', 'Гуттериш', 'Джо Байден', 'Владимир Путин']"
620b9b3b9a79477bf63f907feY4_d5L5TJmKqo9h1vHuKw,"['повышение кредитных ставок', 'Сбербанк', 'Герман Греф']"
620d86e09a794741df1537c8wLuXqM__QHKnJBcCtDkIDg,"['Мария Захарова', 'Владимир Зеленский', 'Украина', 'телеканалы', 'Закрытие телеканала', 'Донбасс']"
626a77099a7947709ccd8797hBwL1xXLRpuOJc_NPUxH2w,"['посольство России в США', 'генконсульство', 'МИД', 'Мария Захарова']"
624c03a39a794747dc04a7145sHoC5DQRYyOR92V_ypG3A,"['Италия', 'Россия', 'дипломаты', 'высылка']"
626123a09a79477d6c0720d8yB-bX3OiTviLMIhZwoQbNQ,"['Израиль', 'Владимир Путин', 'Владимир Зеленский', 'Украина']"
6267ad059a7947ef06b416bcbl343MdJQFO_jZQ_18GWGQ,"['Приднестровье', 'зона безопасности']"
6260283d9a79472f3334453b1PrjGkXHQKKtSRe_fYbUcg,"['RTVi', '«Первый канал»', 'Ксения Собчак', 'Гордон', 'суд']"
627fb3759a794766c673a7a4k8emrT_ORXKMFSYvrgplgw,"['Сергей Лавров', 'грабеж', 'МИД', 'Запад']"
620a17b79a79476770ee977eCJ5b6zdwSzWIRjVtFfj-1w,"['Владимир Жириновский', 'Минздрав', 'состояние здоровья']"
627a3cff9a794730c65d3b6ag1-j_zisSAapXoa18cCUwQ,"['«Медиазона»', 'Яндекс', 'Роскомнадзор', 'блокировка', '«Весна»']"
6201061d9a794784cfbe2c7fdSF8k6slTZOfEYZ_dJc1fw,"['Мария Захарова', 'Украина', 'российские войска', 'МИД']"
6285f0c79a7947c127bab983z1DcjIxNS22Em6x4VCH7Rw,"['Андрей Клишас', 'Совфед', 'Импортозамещение']"
627cffe79a794711eac1ec8b3qUn2W-GS_mayHvEpRUZvA,"['Александр Чуприян', 'МЧС', 'лесные пожары', 'поджог травы', 'пал травы']"
628f9e1e9a7947d721101e9dGuhjs7vzRDyXsmzxmNVSrQ,"['Вячеслав Володин', 'Андрей Турчак', 'Госдума', 'Украина', 'ДНР', 'ЛНР', 'Херсонская область', 'Запорожская область']"
626e406c9a794713938a18f5kxM0Q5f4SSyZioGWDGsHxQ,"['Анналена Бербок', 'Германия', 'санкции', 'Военная операция на Украине', 'вывод войск']"
626cf4059a79474abf1e6cf7L2ZbyMC3RRCAZVg9aRRbEA,"['Пожар', 'Сахалин', 'ГРЭС-2', 'СК']"
5afd8e7f9a794772862de1991gEFQBfVT9K-yv5NZwLNmQ,"['мультимедиа', 'чиновники', 'арест']"
6263ce4b9a79475a7f964d7flZ6p4tr9TrOEpNSMoeJoqQ,"['поставки оружия', 'Германия', 'открытое письмо', 'Олаф Шольц', 'Военная операция на Украине']"
